DATASET_SIMPLEBAR
SEPARATOR TAB

#数据集名称
DATASET_LABEL	simplebar_completeness
PN3LG_k141_1312465_1	41008
PN3RE_k141_2462642	27025
PN3RF_k141_1146211	44203
PN4RE_k141_1341781	53159
PN4RE_k141_407466	23834
PN5GF_k141_339675	34653
PN5GG_k141_218668	49685
PN5GG_k141_651136_1	12984
PN5LA_k141_237676	51728
PN5RC_k141_624779	36966
PN5RE_k141_281572_1	37051
PN6RC_k141_234461	32621
PN6RC_k141_428093_1	19048
PN6RR_k141_840833	90253
PN7RO_k141_564789	76329
PN9RD_k141_1501160	38137
PN9RI_k141_295283	30823
PN9RK_k141_703838	16538
PN9RP_k141_1548604	67930
PN5LA_k141_445980_1	38887
PN5LD_k141_825403	40591
PN2GH_k141_114037	9472
PN5CG_k141_307036	36553
PN9RE_k141_821183_1	40555
PN11RO_k141_888750_1	30154
PN3RG_k141_1526033	33833
PN8RN_k141_977185	31681
PN11RF_k141_1755093	51985
PN9RE_k141_821893	21335
PN15RI_k141_640359	28741
PN9RI_k141_917429	23436
PN15RB_k141_354051	39601
PN5RH_k141_344376	375936
PN2CJ_k141_110894	163732
PN16RM_k141_1575150	72597
PN9RJ_k141_1141471	46119
PN3RA_k141_2501584	76362
PN6RO_k141_1673197	30578
PN6RB_k141_1344640_1	55451
PN3RA_k141_2521444	26227
PN8RJ_k141_710227	53852
PN13RM_k141_1197154_1	28508
PN10RC_k141_91290	26615
PN11RF_k141_1425042	26529
PN13RK_k141_2072439	55673
PN13RP_k141_1485649_1	49161
PN1GD_k141_209936_1	41409
PN1GD_k141_93248_1	53342
PN1RA_k141_1104161	47698
PN2CI_k141_1671099	44294
PN3CF_k141_1689811	35883
PN3GE_k141_307754	42889
PN3LG_k141_649569	41515
PN3RA_k141_581150_1	54467
PN3RF_k141_598475	36770
PN6RA_k141_976698_1	40665
PN8RN_k141_506701	105129
PN9RB_k141_1695651	43025
PN1CH_k141_977987	54800
PN1GH_k141_196637	62380
PN15RE_k141_1141472	45771
PN15RH_k141_1515721	41921
PN16RJ_k141_1401879	41731
PN1CG_k141_461794	38308
PN7RV_k141_372459	37832
PN8RE_k141_1095681	36945
PN5RG_k141_183341	50046
CH21_NODE_42	24824
CH21_NODE_43	24795
H186_NODE_9_fragment_1	85815
H80_NODE_1_1	41148
H86_NODE_5_1	39493
PN10RJ_k141_1659346	85931
PN10RR_k141_1986009	8541
PN13RG_k141_1209496	44544
PN13RL_k141_304298	49604
PN1JE_k141_28895	17132
PN16RC_k141_1733984	39504
J1123_NODE_32_1	10487
K305_NODE_5_1	13227
K305_NODE_6_1	11955
PN11RI_k141_101669	13255
PN11RM_k141_2131507	5883
PN11RM_k141_772321	7458
PN13RN_k141_1645763	23841
PN13RN_k141_1756421	31534
PN13RS_k141_665010	30975
PN14RA_k141_911138	8336
PN14RH_k141_731376	18465
PN16RJ_k141_508935_1	8506
PN1CL_k141_416362	10520
PN1GE_k141_178034	10332
PN1LK_k141_159379	21968
PN2JC_k141_17651	46910
PN5DD_k141_95112	20793
PN8RO_k141_63833	10043
PN8RP_k141_348407	10206
PN8RQ_k141_605934	7071
PN7RS_k141_289885_1	22863
PN14RE_k141_470955	23473
PN8RH_k141_902832_1	49157
PN8RD_k141_106035	34974
PN1RD_k141_1754757	11491
PN14RK_k141_785296	39429
PN1CC_k141_525155	7740
PN7RA_k141_532188	20495
PN5IH_k141_63942	22326
PN3CF_k141_1646719	56838
PN13RL_k141_1829403_1	11328
PN14RD_k141_139755	12630
PN14RH_k141_495840	11349
PN1CJ_k141_1340013_1	24553
PN1RB_k141_3978645	6569
PN1RD_k141_1309157	38456
PN2JG_k141_53054	41491
PN5LC_k141_130665	11359
PN8RR_k141_837624	35080
PN12RH_k141_449170	45879
PN13RT_k141_625224	29331
J1061_NODE_13_1	38434
J433_NODE_8_1	47670
PN6RC_k141_2182716_1	22898
PN5CA_k141_435670	49392
PN5RE_k141_403395	25758
PN5RG_k141_179436	169452
PN1LH_k141_1529902	27368
PN16RN_k141_1260734	99197
PN3LE_k141_895667	168992
PN13RI_k141_948763	62701
PN5RC_k141_233084	19316
PN5RH_k141_728164	32847
PN14RD_k141_736315	42568
PN15RB_k141_488579	109956
PN15RI_k141_1132500	32429
PN1CI_k141_447396	28872
PN1LG_k141_73920	28634
PN1LI_k141_860624	29522
PN2RA_k141_2165851	13447
PN3CB_k141_1974729	20883
PN3RE_k141_203666	83664
PN9RE_k141_1016542	18903
PN10RK_k141_1289424_1	41853
PN16RC_k141_252735	9883
PN13RO_k141_1004832	25932
PN5LA_k141_485264	43488
PN10RB_k141_1175817	75688
PN11RG_k141_237579_1	48483
PN12RB_k141_1173857	30680
PN12RG_k141_1112437	32422
PN12RG_k141_422738	29986
PN12RJ_k141_287531	7072
PN13RE_k141_1378807	34796
PN13RL_k141_2059973	22036
PN13RO_k141_773883	24545
PN13RR_k141_1828703	6076
PN13RS_k141_684246	59988
PN13RU_k141_2140320	51788
PN13RU_k141_448609	22248
PN14RB_k141_1166949	6380
PN14RC_k141_159750	20610
PN14RE_k141_826213	10986
PN14RG_k141_1239853	22841
PN14RI_k141_119638	30254
PN14RN_k141_382636	18615
PN15RB_k141_1247558	36550
PN15RE_k141_547490	9191
PN15RG_k141_1201361	10993
PN15RH_k141_207224	28687
PN15RH_k141_72060	39027
PN15RK_k141_222459	27255
PN15RK_k141_782554	37354
PN15RM_k141_1165914	31844
PN15RP_k141_214138	44806
PN16RD_k141_622733	18605
PN16RG_k141_786636	12995
PN16RI_k141_1308335	11089
PN16RR_k141_1034131	34429
PN16RV_k141_1235231	11036
PN1CH_k141_1567786	10929
PN1CJ_k141_1049215	56277
PN1CK_k141_241092	30813
PN1LD_k141_610263	39640
PN1RG_k141_127288	52734
PN1RH_k141_1190029	41503
PN1RH_k141_2050667	33425
PN1RH_k141_578971	61871
PN1RJ_k141_1370782	31298
PN1RK_k141_2660534	33566
PN1RL_k141_124233	9857
PN2CI_k141_966990	11174
PN2CJ_k141_2514341	5050
PN2LA_k141_7501	28111
PN2LB_k141_2192868	6102
PN2RB_k141_2237545	33965
PN2RE_k141_1199321	39551
PN2RG_k141_1763300	28501
PN2RG_k141_524886	62126
PN2RI_k141_1128151	22784
PN2RJ_k141_1896174	38828
PN3CA_k141_2167349	42975
PN3CA_k141_892590	27055
PN3CC_k141_1444055	10686
PN3CE_k141_443755	39628
PN3CF_k141_2236192	183973
PN3JD_k141_135237	25088
PN3LA_k141_1467092	78408
PN3LA_k141_925883	5689
PN3LE_k141_2048378	33125
PN3LF_k141_839594	35303
PN3RG_k141_1229935	28521
PN3RG_k141_1490165	62656
PN4RA_k141_629865	37570
PN4RA_k141_70685	29584
PN6RD_k141_1242101	34670
PN6RF_k141_1561710	30364
PN6RQ_k141_343204	35226
PN7RG_k141_762111	35352
PN7RI_k141_932987	32102
PN7RN_k141_1479916	31087
PN7RO_k141_1594979	61381
PN7RR_k141_1316323	22789
PN7RT_k141_1578061	55347
PN8RD_k141_866767	8416
PN8RF_k141_1260771	10660
PN8RG_k141_756334	11982
PN8RI_k141_45049	37379
PN8RL_k141_958192	11269
PN8RM_k141_1137925	11622
PN9RB_k141_2216587	34614
PN9RE_k141_640820	10716
PN13RQ_k141_1901599	27253
PN1RK_k141_2619209	28289
PN6RL_k141_487428	44530
PN12RG_k141_1185670	38208
PN14RP_k141_814457_1	35689
PN13RR_k141_323428	58569
PN13RG_k141_69297_1	34656
PN3RD_k141_89710	56238
PN7RD_k141_1315108	41142
PN3LE_k141_680470	36085
PN16RP_k141_184141	52724
PN14RP_k141_32032	51386
PN1LH_k141_527178	36448
PN1CL_k141_1151124	37358
PN2CJ_k141_184712	35592
PN14RQ_k141_571228_1	42522
PN13RI_k141_1549768	48793
PN13RP_k141_1484704_fragment_1	36790
PN1CE_k141_110254_1	66715
PN16RV_k141_232026_1	32018
PN2LD_k141_1323653	59274
PN2RJ_k141_999414_fragment_1	85829
PN4RA_k141_871005	38498
PN6RE_k141_433009	74886
PN7RS_k141_779622	35351
PN8RC_k141_517164	32115
PN1RC_k141_2889910_1	41783
PN10RA_k141_1326578	47916
PN10RH_k141_59904	50150
PN12RB_k141_173006	29963
PN12RD_k141_725807	34570
PN13RB_k141_2227685	56983
PN13RE_k141_324987	29845
PN13RJ_k141_490223	28178
PN15RG_k141_1137055	31286
PN16RB_k141_1833841	34990
PN16RB_k141_785707	34979
PN16RV_k141_1293095	43415
PN1CL_k141_586983	42475
PN1RE_k141_181336_1	53280
PN2CJ_k141_1883743	40856
PN3CD_k141_1584647	49316
PN3CD_k141_769395	33543
PN3LA_k141_464229	39760
PN3LG_k141_227577	68220
PN6RF_k141_813283	18825
PN6RH_k141_1406361	54555
PN7RK_k141_1756932	31674
PN8RB_k141_1535383	48474
PN14RL_k141_1182408_1	28864
PN14RQ_k141_917049	37757
PN16RN_k141_1183823	51174
PN3RE_k141_826766	38312
PN8RF_k141_1249006	41150
PN8RJ_k141_88418	101729
J548_NODE_6_1	32115
PN10RK_k141_2054838	55819
PN10RQ_k141_722703	25951
PN11RI_k141_1640792	16577
PN11RM_k141_1022763	7709
PN11RM_k141_2306433	10108
PN12RE_k141_125899	35238
PN12RH_k141_874909_1	35520
PN12RI_k141_134975	11611
PN13RG_k141_1470654	13400
PN13RK_k141_556898	10897
PN13RS_k141_1904135	10574
PN14RI_k141_1874688	18882
PN15RA_k141_442110	39992
PN15RF_k141_4727	11314
PN1CH_k141_78537	11272
PN1GG_k141_408499	9917
PN1JF_k141_33439	6328
PN1JH_k141_211818	5909
PN1RH_k141_2018977	11657
PN2GH_k141_12662	34195
PN2GH_k141_67749	11670
PN2IA_k141_39384	26151
PN2RA_k141_2452281	6459
PN3CA_k141_2167345	37737
PN3CF_k141_1315535	22566
PN3RD_k141_1277235	44597
PN3RF_k141_590412	23710
PN3RG_k141_619074	14093
PN6RC_k141_1246017	15030
PN7RB_k141_696117	17358
PN7RF_k141_1645702	9804
PN7RH_k141_67151	10030
PN7RN_k141_1279414	29667
PN7RU_k141_921397	44312
PN14RH_k141_124380	11449
PN7RV_k141_718366	10305
PN13RM_k141_829793	31236
PN8RP_k141_108775	33483
PN7RA_k141_457937	11662
PN1JE_k141_246718	11503
PN14RG_k141_1694811	9209
PN3CD_k141_894951	92130
PN1LI_k141_1066741	49771
PN1RG_k141_899567	53942
PN5IB_k141_210567_1	14323
PN8RO_k141_1197522	8332
PN11RD_k141_1323997	8688
PN6RG_k141_1814247	12527
PN12RC_k141_1207641	98885
PN12RD_k141_1758824	5520
PN13RI_k141_1301176	94113
PN13RO_k141_1340841	39173
PN1RJ_k141_1423098	48898
PN1RK_k141_3489940	44305
PN2CI_k141_341192	23406
PN3LE_k141_109066	42010
PN3LE_k141_520080	19480
PN3LE_k141_605925	26259
PN3RF_k141_2647489_1	28596
PN7RH_k141_1554551	40269
PN8RD_k141_391637	57931
PN8RE_k141_879200	97136
PN8RR_k141_1251468	62285
PN8RR_k141_1383560	49980
PN8RR_k141_182128	35048
PN9RJ_k141_468788	54436
PN8RO_k141_909313_fragment_1	19959
PN13RC_k141_1028647	27565
PN4RG_k141_843541	59310
PN9RH_k141_734640	53262
PN3CF_k141_2537471	229127
PN12RD_k141_893354_1	54508
PN13RC_k141_475616	40924
PN13RS_k141_270581	36107
PN16RE_k141_544531	96649
PN1RL_k141_1701153_1	64237
PN1RL_k141_2211539_1	45809
PN3LA_k141_166081_1	31747
PN6RB_k141_1108638	252188
PN8RF_k141_1039660	71010
PN13RO_k141_337985	54288
PN6RL_k141_2083866_1	42313
PN13RC_k141_582422	27737
PN1LH_k141_247581	34125
PN2GJ_k141_75779	34267
PN7RE_k141_756331	34918
PN7RH_k141_1712012	5669
PN3LA_k141_584315	43774
PN6RQ_k141_815120	235711
PN7RG_k141_1666299	11700
PN10RQ_k141_77502	60602
PN12RI_k141_1589178	44445
PN5RC_k141_387149	21350
PN9RK_k141_914099	23525
PN5RG_k141_167742_1	45754
PN13RE_k141_433844	40980
PN14RD_k141_907190	66822
PN15RE_k141_675601	28806
PN3LD_k141_1461319	36570
PN5CC_k141_468946	32332
PN15RK_k141_1433948	55385
PN15RE_k141_1148318	155090
PN7RN_k141_2236084	5216
PN1CJ_k141_1285104	57399
PN1RC_k141_502953	27169
PN2CC_k141_1402313	34056
PN8RJ_k141_359644_1	27470
PN8RM_k141_1773492	5894
PN3RH_k141_2261536_1	40619
PN7RI_k141_549912	136510
PN3RF_k141_2395603	42303
PN2CB_k141_2346251	6194
PN3LE_k141_571073_1	26920
PN7RD_k141_1237708	70032
PN2CB_k141_1600407	60000
PN1CK_k141_935670	89209
PN16RG_k141_1660008	24238
PN13RR_k141_1488732_1	29720
PN13RR_k141_1211935	31037
PN12RE_k141_370238	26280
PN12RD_k141_893133	12512
PN13RE_k141_1504503	5061
PN13RF_k141_1798388	11235
PN13RO_k141_1756957	5070
PN13RP_k141_1898084	5052
PN13RS_k141_694341	104209
PN14RN_k141_649792	8088
PN15RG_k141_474843	11311
PN16RD_k141_413262	9053
PN16RS_k141_627313	11694
PN1LF_k141_34974	11504
PN1RJ_k141_1027819	11440
PN2JE_k141_38978	45085
PN3LB_k141_1068413	9872
PN3LB_k141_562797	27092
PN3RD_k141_167611	11509
PN5RA_k141_931474_1	31681
PN7RG_k141_1843286	5063
PN13RS_k141_797041	19006
PN8RH_k141_79233	19409
PN16RV_k141_1513138	31368
PN14RJ_k141_168979	25148
PN6RF_k141_415453	17720
PN16RC_k141_569306	38183
PN10RL_k141_165434_1	45862
PN10RF_k141_1483445	41819
PN10RG_k141_2031444	31828
PN10RL_k141_1087527	44354
PN10RO_k141_307597	34193
PN10RS_k141_719608	43409
PN11RI_k141_180620	24798
PN11RK_k141_233253	37119
PN11RL_k141_2652857	32390
PN11RO_k141_1496417	60513
PN12RG_k141_158703	29530
PN12RH_k141_89819	12321
PN13RH_k141_78150	80433
PN13RI_k141_764383	24523
PN13RO_k141_612344	28510
PN13RO_k141_668284	6648
PN13RQ_k141_2216409	5463
PN13RQ_k141_694553	8140
PN13RS_k141_980255	31019
PN13RT_k141_601845	5134
PN14RF_k141_1200704	27733
PN14RI_k141_1575459	17288
PN14RL_k141_1322455	14273
PN14RQ_k141_709893	54916
PN14RQ_k141_9365	11630
PN15RA_k141_929008	36089
PN15RB_k141_1466950	15260
PN15RE_k141_756897	12828
PN15RE_k141_970404	40566
PN15RL_k141_757989	21890
PN16RE_k141_1285969	14200
PN16RE_k141_1662195	35784
PN16RG_k141_1639918	57958
PN16RH_k141_2191141	42187
PN1CI_k141_1091504	15476
PN1JG_k141_316944	37109
PN1LD_k141_1595962	21921
PN1RE_k141_1784492	28559
PN1RE_k141_342177	45380
PN1RE_k141_917871	9407
PN1RH_k141_2329033	20811
PN1RI_k141_33474	29501
PN1RL_k141_877290	21885
PN1RL_k141_905970	32583
PN2CF_k141_2788022	6061
PN2RJ_k141_1435577	16317
PN3CE_k141_466589	13291
PN3CF_k141_1153576	22591
PN3CH_k141_1068988	30886
PN3LF_k141_780289	12919
PN3LH_k141_2263003	28107
PN3RF_k141_2922849	98488
PN4RA_k141_169328	12026
PN4RD_k141_1896284	24960
PN4RE_k141_1107179	19294
PN5CA_k141_720143	96263
PN5RH_k141_1012756_1	11814
PN6RA_k141_2222872	5143
PN6RC_k141_642886	24545
PN6RH_k141_1704477	28358
PN7RB_k141_26732	30191
PN7RE_k141_80361	12391
PN7RK_k141_2061208	14814
PN7RL_k141_764708	38587
PN7RO_k141_415489	14968
PN8RA_k141_1502608	55197
PN8RD_k141_76552	13128
PN8RE_k141_788045	31720
PN8RI_k141_751412	27583
PN8RJ_k141_1169976	11764
PN8RJ_k141_1410665	38662
PN8RM_k141_246624	31387
PN9RA_k141_546646	28443
PN9RJ_k141_42973	17413
PN9RO_k141_244034	14204
PN15RH_k141_513446	20352
PN8RG_k141_130744	60078
PN14RH_k141_1672593	29153
PN9RI_k141_1106106	17625
PN15RM_k141_1257999	60148
PN16RG_k141_1542825	15752
PN15RO_k141_1281351_1	53181
PN15RH_k141_1211664	46662
PN8RS_k141_221999	11693
PN7RF_k141_1607769	15149
PN13RE_k141_379331	15430
PN7RE_k141_19982	13232
PN12RD_k141_978107	58822
PN7RB_k141_759879	15263
PN15RP_k141_850768	30630
PN8RF_k141_347751	12602
PN8RP_k141_812790	8498
PN6RD_k141_151511	227364
PN8RC_k141_116198	15392
PN14RR_k141_418876	23847
PN12RH_k141_272148	10757
PN16RS_k141_1095344	13227
PN11RJ_k141_3227718	54692
PN2CB_k141_1968449	14861
PN9RF_k141_1217216	7338
PN8RI_k141_305329	42147
PN8RS_k141_74827	46770
PN13RA_k141_813320_1	24795
PN15RE_k141_660756	17466
PN1RF_k141_391085	98725
PN10RF_k141_1405179_1	29926
PN16RG_k141_1499444	49112
PN8RN_k141_378625	24840
PN1CI_k141_276676	56622
PN1LH_k141_1204680	53388
PN7RG_k141_76912	100626
PN16RJ_k141_1081154	60261
PN1RA_k141_4399326	32433
PN14RH_k141_574539	56196
PN7RM_k141_1013423	59364
PN1CI_k141_191675	192121
PN7RF_k141_864757	36697
PN2RC_k141_255479	130438
PN8RS_k141_1242727	37321
PN6RC_k141_2327615	115678
PN15RB_k141_985488	34949
PN11RA_k141_2309309_1	66128
PN14RQ_k141_967780	47492
PN16RN_k141_21224	19265
PN16RP_k141_1221496_1	53679
PN1RH_k141_1989725_1	37958
PN2RA_k141_2086841	38241
PN2RH_k141_1685027	63054
PN3CB_k141_2273194	26828
PN8RJ_k141_1036431	51487
PN2RF_k141_2127973_1	36685
H103_NODE_11_1	54904
PN10RI_k141_31097	30711
PN10RO_k141_1033705	14169
PN11RE_k141_2690734	56676
PN11RH_k141_981161_1	43515
PN11RI_k141_142310	43546
PN11RK_k141_1149407	23540
PN11RK_k141_2130193	32857
PN13RB_k141_1517120	54753
PN13RC_k141_105483	35497
PN13RH_k141_1049677	40202
PN13RK_k141_2391343	37561
PN13RL_k141_1040161	26022
PN13RN_k141_1440675	17669
PN13RO_k141_890413	31500
PN13RQ_k141_491231	38055
PN14RB_k141_1550717	40236
PN14RG_k141_1777011	32694
PN14RH_k141_684878	17849
PN14RM_k141_740986	5892
PN14RO_k141_1631560	34268
PN15RL_k141_93925	24507
PN16RA_k141_2201923	41313
PN16RC_k141_732105	33801
PN16RE_k141_68502	31278
PN16RF_k141_760093	34129
PN16RJ_k141_1042384	32403
PN1CA_k141_1594662	38422
PN1CJ_k141_1458377	46467
PN1CL_k141_998542	22721
PN1GE_k141_150957	53135
PN1GJ_k141_24269	7756
PN1LH_k141_1290333	34404
PN1RH_k141_1145464	35860
PN1RL_k141_1445978	32765
PN2CA_k141_941364	27726
PN2CF_k141_895622_1	25398
PN2IC_k141_215102	35926
PN2LF_k141_1511619	66144
PN3CA_k141_1289246_1	37010
PN3GD_k141_486904	49180
PN3RH_k141_921622	32939
PN4RC_k141_44175	33098
PN4RG_k141_869542	31428
PN4RH_k141_754962	34696
PN5RD_k141_316291	30884
PN6RJ_k141_709596	37401
PN6RL_k141_2366764	30978
PN6RQ_k141_509665	32170
PN6RQ_k141_557886	24403
PN7RD_k141_463921	29895
PN7RH_k141_546792	34642
PN7RM_k141_1697109	31942
PN8RI_k141_209679	29597
PN8RL_k141_294168	31244
PN8RO_k141_102243	19403
PN8RR_k141_677865	39841
PN9RB_k141_1300581	14760
PN9RK_k141_518971	32177
PN11RJ_k141_2461966_1	26712
PN9RE_k141_568325	34739
PN13RD_k141_2022946	22909
PN1RL_k141_1185464	32175
PN8RE_k141_337350	47890
PN8RD_k141_1534513	44831
PN14RJ_k141_464607	22500
PN8RN_k141_936782	24615
PN13RA_k141_2254616	31874
PN16RO_k141_1302645	19254
PN3LA_k141_1859258	35413
PN3CD_k141_1294491	33882
PN16RP_k141_205958	41029
PN11RK_k141_2143968	30868
PN7RE_k141_1587087	45610
PN6RM_k141_488857	35743
PN5RD_k141_846674_1	21593
PN13RE_k141_311680	41555
PN16RG_k141_59299	19465
PN6RM_k141_860050	36620
PN6RR_k141_1179625	22183
PN16RC_k141_1797451	39959
PN2RA_k141_2003278	32590
PN5JD_k141_211174	33687
PN7RE_k141_298608	37095
PN14RO_k141_1617026	34491
PN14RM_k141_135772_1	27707
PN2CJ_k141_2432879	50308
PN14RN_k141_706141	172298
PN13RH_k141_2043630	34569
PN1RH_k141_1405142	32354
PN5CA_k141_135657_1	97166
PN7RF_k141_1000732	62760
PN1RE_k141_1784498	82113
PN10RJ_k141_934721	26781
PN11RE_k141_2690722	52694
PN11RH_k141_1903279	22451
PN13RH_k141_1741527	63765
PN13RL_k141_2265835	32960
PN13RQ_k141_1043122_1	51299
PN13RR_k141_1698495_fragment_1	42841
PN15RC_k141_12932	17870
PN16RM_k141_1202548	73745
PN16RU_k141_861852	31712
PN3CA_k141_975960	51940
PN3LA_k141_805135	31246
PN3LB_k141_701717	19354
PN3LE_k141_1582104	35582
PN5CA_k141_547123	65677
PN5CE_k141_88774	70073
PN6RA_k141_148661	31668
PN7RV_k141_812319	32117
PN8RN_k141_1092802	77780
PN8RQ_k141_171915	27054
PN9RI_k141_258171_fragment_2	36477
PN15RH_k141_1176790	36649
PN8RF_k141_561165	93416
PN6RB_k141_2634520	42318
PN15RJ_k141_643458	49618
PN16RR_k141_1063862	65430
PN10RL_k141_185495	56718
PN1CL_k141_1267447	37849
PN1GL_k141_21599	41039
PN7RG_k141_783142	20930
PN7RS_k141_206261	19519
PN7RT_k141_1881568	27243
PN8RI_k141_221320	25159
PN1RG_k141_807926	25900
PN16RS_k141_463950	40330
PN1RG_k141_606774	42396
PN7RN_k141_2236078	34335
PN1GI_k141_3298_1	38553
PN2GH_k141_20738	34020
PN3GB_k141_81353	66169
CH37_NODE_172	35754
PN1JE_k141_183219	5353
PN13RO_k141_1756858	6163
PN13RS_k141_1809453	55126
PN14RE_k141_314921	24149
PN16RB_k141_2018612	44592
PN1CD_k141_840014	24152
PN2CC_k141_1358845	21402
PN2LE_k141_999298	23169
PN3LH_k141_2256697	23100
PN4RA_k141_705131	51456
PN4RE_k141_1099787	22099
PN5GF_k141_183362_1	58953
PN8RS_k141_1055126	24978
PN10RF_k141_1743806	29741
PN8RO_k141_7728	11820
PN8RD_k141_1475958	10996
PN2CH_k141_2561423	49422
PN1RD_k141_325863	29853
PN5RD_k141_438392	99933
PN14RD_k141_1230071	48833
CH43_NODE_6_1	40488
PN3RG_k141_1415395	88829
PN8RE_k141_434804_1	54155
PN16RN_k141_367340	44812
BL3_NODE_9_1	39454
CH2_NODE_1_1	46018
CH25_NODE_17_1	23775
CH3_NODE_6_1	34260
G66_NODE_3_1	34969
G66_NODE_8_1	24314
G90_NODE_3_1	41042
G93_NODE_5_1	37695
GY2_NODE_30_1	30120
GY2_NODE_6_1	67503
H40_NODE_9_1	40075
H52_NODE_1_1	47227
J1005_NODE_5_1	56870
J1005_NODE_6	29374
J1032_NODE_2_1	36478
J1044_NODE_4_1	40060
J1121_NODE_10_1	14262
J1152_NODE_12_1	37909
J1327_NODE_9_1	42239
J1357_NODE_1_1	41067
J1362_NODE_2_1	27659
J1385_NODE_9_1	32261
J146_NODE_12_1	34528
J154_NODE_26_1	25503
J183_NODE_2_1	41864
J183_NODE_4_1	39573
J383_NODE_7_1	42445
J383_NODE_8_1	43883
J406_NODE_2_1	38929
J410_NODE_15_1	30789
J410_NODE_4	30775
J455_NODE_57	26912
J57_NODE_35	24078
J621_NODE_15_1	34732
J648_NODE_2_1	33320
J788_NODE_12_1	37239
J9_NODE_4_1	42437
J99_NODE_1_fragment_1	36721
K237_NODE_2_1	31656
K330_NODE_4_1	32712
K332_NODE_4_1	39998
K72_NODE_1_1	38055
K8_NODE_16_1	49091
PN10RA_k141_1050414	33387
PN10RA_k141_1845950	39330
PN10RA_k141_1845956	24417
PN10RA_k141_1845961	39113
PN10RA_k141_628709	32955
PN10RB_k141_1726584_1	43108
PN10RC_k141_1030896	24694
PN10RC_k141_1221188	42722
PN10RC_k141_1511693	29452
PN10RC_k141_18197	63940
PN10RC_k141_1919932	170687
PN10RC_k141_1919949	35337
PN10RC_k141_1919977	28818
PN10RC_k141_729093	39456
PN10RC_k141_744940	23661
PN10RC_k141_789059	8944
PN10RC_k141_808190	39814
PN10RC_k141_957591	20561
PN10RD_k141_1339962	33893
PN10RD_k141_1616545	37663
PN10RD_k141_1905627	29409
PN10RD_k141_2022594	32353
PN10RD_k141_512229	41049
PN10RD_k141_920428	29281
PN10RE_k141_1543830_1	40454
PN10RE_k141_2182097	5443
PN10RE_k141_31958	21659
PN10RE_k141_622676	40382
PN10RE_k141_762330	27980
PN10RE_k141_777982	10614
PN10RF_k141_1040809	8740
PN10RF_k141_1086799	34087
PN10RF_k141_1190346	8505
PN10RF_k141_1898772	55945
PN10RF_k141_70800	35164
PN10RF_k141_8590	31102
PN10RG_k141_1937959	48099
PN10RG_k141_2131886	31001
PN10RG_k141_26640	52896
PN10RG_k141_572135	19546
PN10RG_k141_652197	26782
PN10RG_k141_683156_1	42659
PN10RG_k141_81743	35499
PN10RH_k141_1894536	114499
PN10RH_k141_2145591	43525
PN10RH_k141_2222338	33728
PN10RH_k141_225797_1	47402
PN10RH_k141_2326812	131910
PN10RH_k141_392822	40399
PN10RH_k141_593856	27511
PN10RH_k141_9549	21905
PN10RI_k141_1435011_1	31576
PN10RI_k141_144837_1	30498
PN10RI_k141_2084057	34615
PN10RI_k141_80275_1	41729
PN10RJ_k141_1155794	32164
PN10RJ_k141_1336780_1	26832
PN10RJ_k141_1729969	36341
PN10RJ_k141_1846820	40646
PN10RJ_k141_414940	24962
PN10RJ_k141_449289	53310
PN10RJ_k141_579122_1	22220
PN10RJ_k141_649379	15860
PN10RJ_k141_808785	31736
PN10RK_k141_1247267	46614
PN10RK_k141_1405150	28110
PN10RK_k141_151541	16072
PN10RK_k141_1869153	35235
PN10RK_k141_211565	19592
PN10RK_k141_467427	26277
PN10RK_k141_831477	28782
PN10RL_k141_1045550	20315
PN10RL_k141_132360	33895
PN10RL_k141_1606687_1	23269
PN10RL_k141_184456	36379
PN10RL_k141_234413	50181
PN10RL_k141_595086_1	19468
PN10RL_k141_775275_1	28085
PN10RL_k141_986030	25372
PN10RM_k141_1766940	35489
PN10RN_k141_1150269_1	41919
PN10RN_k141_1426588	9765
PN10RN_k141_1466321	47109
PN10RN_k141_1625467	33135
PN10RN_k141_19456	38844
PN10RN_k141_442027	37702
PN10RN_k141_549209	34445
PN10RN_k141_906804_1	36584
PN10RO_k141_1340956	34821
PN10RO_k141_2142564	40354
PN10RO_k141_607422_1	24861
PN10RO_k141_766367	100364
PN10RP_k141_1218220	27385
PN10RP_k141_1241272_1	35262
PN10RP_k141_1507986_1	53781
PN10RP_k141_1524648	34871
PN10RQ_k141_1725091	30054
PN10RQ_k141_1732829	31727
PN10RQ_k141_534622_1	19789
PN10RQ_k141_925181	35443
PN10RR_k141_1371355	6901
PN10RR_k141_1765987	61786
PN10RR_k141_593540	32649
PN10RR_k141_80579	31354
PN10RR_k141_947708	36166
PN10RS_k141_1211632	10651
PN10RS_k141_1819946	48565
PN10RT_k141_1397409	36789
PN10RT_k141_1482003	45349
PN10RT_k141_964101	36897
PN11RA_k141_1040967	6528
PN11RA_k141_1187518	52223
PN11RA_k141_2939128	5984
PN11RA_k141_893959	40746
PN11RB_k141_1066151	31721
PN11RB_k141_1400795	28413
PN11RB_k141_1602299	35439
PN11RB_k141_2000038	26640
PN11RB_k141_327312	35756
PN11RB_k141_460671_1	42731
PN11RC_k141_175289	34198
PN11RC_k141_2791931	45664
PN11RC_k141_422769_1	43644
PN11RC_k141_528939	30301
PN11RD_k141_1231774	24398
PN11RD_k141_1854511	21955
PN11RD_k141_1909925	22683
